,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
238,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ECKART,159.326,141.443,0.00987,"[0.0, 136.52, 143.37, 144.44]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
239,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",HT,159.326,150.18,0.00258,"[0.0, 154.35, 150.28, 145.91]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
240,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",Classic,23.051,19.75,0.00034,"[0.0, 22.56, 19.01, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
241,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ROTH,23.051,19.75,0.00034,"[0.0, 22.56, 19.01, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
242,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",PHAT,23.051,19.75,0.00034,"[0.0, 22.56, 19.01, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
243,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",SCOT,23.051,19.75,0.00034,"[0.0, 22.56, 19.01, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
244,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ECKART,23.051,25.553,0.00019,"[0.0, 33.33, 25.65, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
245,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",HT,23.051,19.75,0.00034,"[0.0, 22.56, 19.01, 17.68]",0.2,0.325,"[6, 9, 1]","[9, 8, 1]"
246,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",Classic,112.416,99.783,0.00493,"[0.0, 102.7, 99.49, 97.16]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
247,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ROTH,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
248,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",PHAT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
249,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",SCOT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
250,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ECKART,112.416,98.997,0.00556,"[0.0, 101.41, 98.85, 96.73]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
251,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",HT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 9, 1]","[5, 5, 1]"
252,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",Classic,108.263,97.867,0.00334,"[0.0, 100.13, 97.58, 95.89]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
253,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ROTH,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
254,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",PHAT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
255,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",SCOT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
256,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ECKART,108.263,97.44,0.00362,"[0.0, 98.85, 97.58, 95.89]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
257,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",HT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 9, 1]","[5, 4, 1]"
258,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",Classic,84.999,73.01,0.00444,"[0.0, 76.0, 72.73, 70.3]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
259,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ROTH,84.999,72.577,0.00476,"[0.0, 74.7, 72.73, 70.3]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
260,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",PHAT,84.999,72.577,0.00476,"[0.0, 74.7, 72.73, 70.3]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
261,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",SCOT,84.999,72.577,0.00476,"[0.0, 74.7, 72.73, 70.3]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
262,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ECKART,84.999,74.69,0.00328,"[0.0, 77.3, 74.7, 72.07]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
263,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",HT,84.999,72.577,0.00476,"[0.0, 74.7, 72.73, 70.3]",0.2,0.325,"[6, 9, 1]","[7, 5, 1]"
264,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",Classic,83.346,67.65,0.0076,"[0.0, 70.74, 67.37, 64.84]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
265,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ROTH,83.346,67.27,0.00798,"[0.0, 70.74, 66.69, 64.38]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
266,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",PHAT,83.346,67.27,0.00798,"[0.0, 70.74, 66.69, 64.38]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
267,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",SCOT,83.346,67.27,0.00798,"[0.0, 70.74, 66.69, 64.38]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
268,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ECKART,83.346,70.877,0.0048,"[0.0, 73.39, 70.74, 68.5]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
269,"sim_T0.20s_d0.3_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",HT,83.346,67.27,0.00798,"[0.0, 70.74, 66.69, 64.38]",0.2,0.325,"[6, 9, 1]","[7, 6, 1]"
270,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",Classic,51.927,44.043,0.00192,"[0.0, 47.03, 43.48, 41.62]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
271,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ROTH,51.927,43.46,0.00221,"[0.0, 45.28, 43.48, 41.62]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
272,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",PHAT,51.927,43.46,0.00221,"[0.0, 45.28, 43.48, 41.62]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
273,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",SCOT,51.927,43.46,0.00221,"[0.0, 45.28, 43.48, 41.62]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
274,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ECKART,51.927,47.76,0.00054,"[0.0, 50.38, 47.03, 45.87]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
275,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",HT,51.927,43.46,0.00221,"[0.0, 45.28, 43.48, 41.62]",0.2,0.325,"[6, 5, 1]","[9, 8, 1]"
276,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",Classic,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
277,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ROTH,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
278,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",PHAT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
279,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",SCOT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
280,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ECKART,180.0,175.113,0.00074,"[0.0, 165.34, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
281,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",HT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.325,"[6, 5, 1]","[5, 5, 1]"
282,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",Classic,148.782,123.413,0.01986,"[0.0, 131.27, 123.35, 115.62]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
283,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ROTH,148.782,123.663,0.01947,"[0.0, 131.27, 124.1, 115.62]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
284,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",PHAT,148.782,123.663,0.01947,"[0.0, 131.27, 124.1, 115.62]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
285,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",SCOT,148.782,123.663,0.01947,"[0.0, 131.27, 124.1, 115.62]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
286,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ECKART,148.782,120.587,0.02454,"[0.0, 126.42, 121.11, 114.23]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
287,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",HT,148.782,123.663,0.01947,"[0.0, 131.27, 124.1, 115.62]",0.2,0.325,"[6, 5, 1]","[5, 4, 1]"
288,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",Classic,0.0,10.447,0.00337,"[0.0, 14.66, 8.34, 8.34]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
289,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ROTH,0.0,10.447,0.00337,"[0.0, 14.66, 8.34, 8.34]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
290,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",PHAT,0.0,10.447,0.00337,"[0.0, 14.66, 8.34, 8.34]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
291,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",SCOT,0.0,10.447,0.00337,"[0.0, 14.66, 8.34, 8.34]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
292,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ECKART,0.0,13.437,0.00557,"[0.0, 25.65, 14.66, 0.0]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
293,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",HT,0.0,10.447,0.00337,"[0.0, 14.66, 8.34, 8.34]",0.2,0.325,"[6, 5, 1]","[7, 5, 1]"
294,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",Classic,70.71,39.243,0.03056,"[0.0, 43.48, 38.69, 35.56]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
295,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ROTH,70.71,39.243,0.03056,"[0.0, 43.48, 38.69, 35.56]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
296,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",PHAT,70.71,39.243,0.03056,"[0.0, 43.48, 38.69, 35.56]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
297,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",SCOT,70.71,39.243,0.03056,"[0.0, 43.48, 38.69, 35.56]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
298,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ECKART,70.71,41.32,0.02666,"[0.0, 47.03, 40.66, 36.27]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
299,"sim_T0.20s_d0.3_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",HT,70.71,39.243,0.03056,"[0.0, 43.48, 38.69, 35.56]",0.2,0.325,"[6, 5, 1]","[7, 6, 1]"
300,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,82.171,86.563,0.0006,"[0.0, 88.51, 86.65, 84.53]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
301,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,82.171,89.38,0.0016,"[0.0, 88.51, 86.65, 92.98]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
302,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,82.171,89.38,0.0016,"[0.0, 88.51, 86.65, 92.98]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
303,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,82.171,89.38,0.0016,"[0.0, 88.51, 86.65, 92.98]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
304,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,82.171,85.357,0.00031,"[0.0, 88.51, 84.03, 83.53]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
305,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,82.171,86.813,0.00067,"[0.0, 89.26, 86.65, 84.53]",0.2,0.55,"[9, 0, 1]","[9, 8, 1]"
306,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,135.567,124.587,0.00372,"[0.0, 126.7, 124.87, 122.19]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
307,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,135.567,124.997,0.00345,"[0.0, 127.64, 124.87, 122.48]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
308,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,135.567,124.997,0.00345,"[0.0, 127.64, 124.87, 122.48]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
309,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,135.567,124.997,0.00345,"[0.0, 127.64, 124.87, 122.48]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
310,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,135.567,123.763,0.0043,"[0.0, 127.64, 122.63, 121.02]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
311,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,135.567,124.997,0.00345,"[0.0, 127.64, 124.87, 122.48]",0.2,0.55,"[9, 0, 1]","[5, 5, 1]"
312,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,141.892,130.93,0.00371,"[0.0, 133.52, 131.0, 128.27]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
313,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,141.892,130.93,0.00371,"[0.0, 133.52, 131.0, 128.27]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
314,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,141.892,130.93,0.00371,"[0.0, 133.52, 131.0, 128.27]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
315,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,141.892,130.93,0.00371,"[0.0, 133.52, 131.0, 128.27]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
316,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,141.892,128.843,0.00526,"[0.0, 132.5, 127.64, 126.39]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
317,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,141.892,130.93,0.00371,"[0.0, 133.52, 131.0, 128.27]",0.2,0.55,"[9, 0, 1]","[5, 4, 1]"
318,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,121.799,106.06,0.00765,"[0.0, 108.95, 106.22, 103.01]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
319,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,121.799,106.54,0.00719,"[0.0, 109.74, 106.61, 103.27]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
320,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,121.799,106.54,0.00719,"[0.0, 109.74, 106.61, 103.27]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
321,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,121.799,106.54,0.00719,"[0.0, 109.74, 106.61, 103.27]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
322,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,121.799,102.553,0.01143,"[0.0, 101.24, 104.68, 101.74]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
323,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,121.799,106.54,0.00719,"[0.0, 109.74, 106.61, 103.27]",0.2,0.55,"[9, 0, 1]","[7, 5, 1]"
324,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,117.324,103.447,0.00594,"[0.0, 105.83, 103.52, 100.99]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
325,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,117.324,103.92,0.00555,"[0.0, 106.61, 103.91, 101.24]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
326,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,117.324,103.92,0.00555,"[0.0, 106.61, 103.91, 101.24]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
327,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,117.324,103.92,0.00555,"[0.0, 106.61, 103.91, 101.24]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
328,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,117.324,101.833,0.00741,"[0.0, 100.48, 104.29, 100.73]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
329,"sim_T0.20s_d0.6_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,117.324,103.92,0.00555,"[0.0, 106.61, 103.91, 101.24]",0.2,0.55,"[9, 0, 1]","[7, 6, 1]"
330,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,76.64,66.827,0.00297,"[0.0, 68.67, 66.65, 65.16]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
331,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,76.64,66.737,0.00303,"[0.0, 68.67, 66.65, 64.89]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
332,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,76.64,66.737,0.00303,"[0.0, 68.67, 66.65, 64.89]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
333,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,76.64,66.737,0.00303,"[0.0, 68.67, 66.65, 64.89]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
334,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,76.64,66.783,0.003,"[0.0, 68.67, 66.25, 65.43]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
335,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,76.64,66.737,0.00303,"[0.0, 68.67, 66.65, 64.89]",0.2,0.55,"[6, 0, 1]","[9, 8, 1]"
336,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,112.782,95.473,0.00925,"[0.0, 98.97, 95.22, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
337,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
338,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
339,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
340,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,112.782,95.143,0.0096,"[0.0, 98.22, 95.22, 91.99]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
341,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 5, 1]"
342,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,117.699,96.643,0.01368,"[0.0, 100.48, 96.72, 92.73]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
343,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
344,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
345,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
346,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,117.699,96.477,0.0139,"[0.0, 100.48, 96.72, 92.23]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
347,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 0, 1]","[5, 4, 1]"
348,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,88.854,73.463,0.00731,"[0.0, 76.48, 73.39, 70.52]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
349,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,88.854,73.463,0.00731,"[0.0, 76.48, 73.39, 70.52]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
350,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,88.854,73.463,0.00731,"[0.0, 76.48, 73.39, 70.52]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
351,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,88.854,73.463,0.00731,"[0.0, 76.48, 73.39, 70.52]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
352,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,88.854,74.703,0.00618,"[0.0, 78.76, 73.78, 71.57]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
353,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,88.854,73.463,0.00731,"[0.0, 76.48, 73.39, 70.52]",0.2,0.55,"[6, 0, 1]","[7, 5, 1]"
354,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,89.045,76.167,0.00512,"[0.0, 78.76, 76.09, 73.65]",0.2,0.55,"[6, 0, 1]","[7, 6, 1]"
355,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,89.045,76.167,0.00512,"[0.0, 78.76, 76.09, 73.65]",0.2,0.55,"[6, 0, 1]","[7, 6, 1]"
356,"sim_T0.20s_d0.6_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,89.045,76.167,0.00512,"[0.0, 78.76, 76.09, 73.65]",0.2,0.55,"[6, 0, 1]","[7, 6, 1]"
